food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium
Fruits,4.13,82.9,14.69,10.71,91.03,Biogas,1.5,0.68,3.98,-3.8,1.08,0.53,0.72
Fruits,2.86,46.79,91.51,26.46,82.25,Compost,0.94,0.27,65.04,56.88,0.61,0.37,0.75
Vegetables,37.83,86.39,92.14,16.8,97.68,Biogas,14.78,6.54,75.34,76.96,1.55,0.5,0.99
Vegetables,20.99,80.41,71.33,23.1,99.65,Biogas,8.37,3.37,48.22,39.39,1.06,0.67,1.45
Grains,12.62,27.48,32.93,25.18,98.66,Compost,4.98,0.69,7.75,-10.85,1.05,0.32,0.54
Meat,36.32,74.93,31.3,4.82,87.59,Biogas,12.73,5.44,26.48,27.92,2.96,1.07,0.67
Fruits,30.18,77.12,0.56,29.57,89.82,Biogas,10.84,4.65,-29.01,-58.46,1.0,0.29,0.86
Mixed,49.81,61.45,22.43,28.36,97.35,Biogas,19.4,6.12,-5.92,-29.8,1.18,0.37,0.79
Vegetables,27.75,71.89,57.63,14.53,92.86,Biogas,10.31,3.99,43.1,40.1,1.67,0.52,1.65
Fruits,32.58,76.06,19.96,17.5,94.15,Biogas,12.27,4.96,2.47,-11.04,1.25,0.45,0.58
Grains,49.86,10.61,73.7,26.91,95.46,Compost,19.04,1.06,46.79,34.62,0.98,0.26,0.42
Vegetables,5.32,71.45,33.97,11.4,98.52,Biogas,2.1,0.76,22.57,17.97,1.57,0.59,1.41
Mixed,4.13,74.82,77.74,17.43,85.57,Biogas,1.41,0.62,60.31,58.42,1.56,0.31,0.86
Vegetables,36.97,84.73,86.86,26.48,90.13,Biogas,13.33,6.27,60.38,51.27,1.87,0.51,1.38
Grains,25.88,18.32,99.59,17.87,97.25,Compost,10.07,0.95,81.72,83.78,1.02,0.31,0.41
Meat,38.68,58.76,57.06,21.39,88.72,Compost,13.73,4.55,35.67,25.69,2.52,1.0,0.68
Meat,14.3,53.67,50.98,11.04,87.92,Compost,5.03,1.54,39.94,39.09,1.93,1.02,0.44
Grains,21.7,15.68,92.46,16.16,99.52,Compost,8.64,0.68,76.3,78.64,1.01,0.33,0.35
Fruits,7.12,62.22,93.83,2.57,88.23,Donation,2.51,0.89,91.26,107.45,1.19,0.38,1.09
Vegetables,22.76,81.38,71.01,26.54,97.75,Biogas,8.9,3.7,44.47,32.12,1.28,0.46,1.19
Grains,29.47,13.26,19.21,7.98,96.1,Animal Feed,11.33,0.78,11.23,7.09,0.96,0.22,0.4
Vegetables,31.54,81.0,7.89,0.73,93.92,Animal Feed,11.85,5.11,7.16,8.0,1.66,0.35,1.28
Vegetables,5.49,78.41,88.51,11.98,97.73,Biogas,2.15,0.86,76.53,82.25,1.66,0.65,1.11
Grains,20.86,11.96,31.93,2.24,99.88,Animal Feed,8.33,0.5,29.69,33.84,1.07,0.28,0.36
Vegetables,3.2,77.31,97.18,5.36,98.67,Animal Feed,1.26,0.49,91.82,105.9,1.34,0.46,1.05
Grains,12.74,28.65,40.35,7.27,99.91,Animal Feed,5.09,0.73,33.08,33.88,0.91,0.27,0.45
Fruits,45.81,58.85,35.76,0.03,91.82,Animal Feed,16.83,5.39,35.73,42.85,1.13,0.28,0.53
Fruits,44.58,83.63,99.93,17.69,92.95,Biogas,16.57,7.46,82.24,84.53,1.66,0.23,0.87
Grains,34.44,26.91,41.35,10.85,95.05,Compost,13.09,1.85,30.5,27.93,1.07,0.24,0.42
Meat,37.32,65.18,79.05,6.43,87.91,Biogas,13.12,4.86,72.62,82.0,3.33,1.02,0.58
Vegetables,43.85,71.25,92.61,17.15,95.12,Biogas,16.69,6.25,75.46,76.83,1.83,0.49,1.02
Vegetables,10.46,94.97,88.56,22.66,91.96,Biogas,3.85,1.99,65.9,60.96,1.36,0.37,1.57
Grains,1.53,27.6,74.52,10.14,97.22,Compost,0.59,0.08,64.38,69.14,1.0,0.34,0.38
Vegetables,6.81,73.67,36.83,21.73,91.86,Biogas,2.5,1.0,15.1,0.73,1.54,0.57,1.14
Vegetables,29.96,82.05,56.23,2.24,99.78,Animal Feed,11.96,4.92,54.0,63.0,1.47,0.62,1.07
Vegetables,12.07,87.97,8.65,22.06,94.9,Biogas,4.58,2.12,-13.41,-33.74,1.62,0.51,1.53
Fruits,45.27,65.74,99.79,12.93,93.56,Biogas,16.94,5.95,86.86,93.89,1.01,0.45,0.74
Meat,34.98,55.11,99.83,10.76,85.59,Compost,11.97,3.86,89.07,98.27,2.01,1.37,0.54
Fruits,19.71,71.02,60.59,8.66,90.77,Animal Feed,7.16,2.8,51.92,55.37,1.19,0.38,0.66
Meat,40.12,69.39,18.61,8.69,90.25,Biogas,14.48,5.57,9.92,4.95,3.27,1.17,0.44
Vegetables,34.04,87.16,40.7,17.66,96.53,Biogas,13.14,5.93,23.03,13.51,1.32,0.48,1.2
Vegetables,7.49,80.14,53.08,14.5,92.27,Biogas,2.77,1.2,38.57,34.68,1.68,0.54,1.14
Grains,47.63,12.24,69.12,7.28,99.17,Animal Feed,18.89,1.17,61.84,68.38,0.89,0.31,0.39
Grains,34.55,18.97,97.29,2.27,99.32,Donation,13.72,1.31,95.03,112.22,0.81,0.3,0.45
Vegetables,19.65,85.03,86.79,20.22,96.29,Biogas,7.57,3.34,66.57,63.72,1.29,0.49,1.26
Grains,30.29,14.06,1.86,28.61,97.14,Compost,11.77,0.85,-26.75,-54.98,0.97,0.32,0.49
Fruits,13.77,67.74,83.56,11.42,96.62,Biogas,5.32,1.87,72.14,77.43,1.2,0.31,0.34
Vegetables,4.23,71.07,64.65,20.61,94.09,Biogas,1.59,0.6,44.03,36.35,1.28,0.41,1.33
Vegetables,30.43,87.12,39.17,13.93,94.67,Biogas,11.52,5.3,25.25,19.15,1.72,0.35,1.19
Vegetables,28.11,78.22,40.18,3.17,91.21,Animal Feed,10.25,4.4,37.01,41.87,1.57,0.49,1.2
Vegetables,41.4,92.91,26.91,21.01,92.08,Biogas,15.25,7.69,5.89,-9.74,1.15,0.53,0.63
Vegetables,3.6,89.19,49.74,13.11,96.66,Biogas,1.39,0.64,36.63,33.47,1.44,0.17,1.17
Vegetables,25.48,83.21,53.65,13.6,96.92,Biogas,9.88,4.24,40.05,37.18,1.33,0.65,0.84
Fruits,35.12,80.44,96.36,4.75,92.76,Donation,13.03,5.65,91.61,106.14,0.83,0.41,0.85
Vegetables,29.38,94.59,71.48,29.25,94.18,Biogas,11.07,5.56,42.22,27.27,1.52,0.35,0.93
Fruits,15.29,54.7,76.2,10.96,86.69,Compost,5.3,1.67,65.24,69.52,1.52,0.32,0.76
Fruits,46.42,41.1,32.46,18.68,97.79,Compost,18.16,3.82,13.78,1.59,1.25,0.58,0.88
Vegetables,31.44,76.88,42.66,2.17,90.18,Animal Feed,11.34,4.83,40.49,46.85,1.02,0.71,1.49
Fruits,30.96,45.21,74.9,6.09,89.2,Animal Feed,11.05,2.8,68.81,77.7,0.98,0.4,1.05
Fruits,17.78,82.59,24.77,23.14,81.29,Compost,5.78,2.94,1.62,-16.56,1.33,0.65,0.73
Grains,1.89,22.17,77.55,27.91,97.46,Compost,0.74,0.08,49.64,37.24,0.97,0.33,0.3
Vegetables,40.47,82.46,46.74,20.17,93.97,Biogas,15.21,6.67,26.57,15.74,1.59,0.5,1.34
Vegetables,16.91,93.3,31.87,4.81,96.79,Animal Feed,6.55,3.16,27.06,28.62,1.39,0.58,1.29
Grains,20.0,13.19,77.47,25.77,99.44,Compost,7.96,0.53,51.7,41.42,1.0,0.3,0.41
Meat,3.16,53.94,27.33,23.88,85.71,Compost,1.08,0.34,3.45,-14.96,2.3,0.88,0.51
Vegetables,42.28,93.87,20.91,29.84,97.16,Biogas,16.43,7.94,-8.93,-34.59,1.35,0.52,1.22
Meat,36.6,59.03,35.56,13.02,90.46,Compost,13.24,4.32,22.54,16.64,3.6,1.31,0.45
Vegetables,9.46,73.47,94.65,22.96,93.66,Biogas,3.54,1.39,71.69,67.66,1.55,0.43,1.2
Meat,9.47,65.1,11.54,22.34,90.3,Biogas,3.42,1.23,-10.8,-30.83,3.56,1.05,0.44
Vegetables,31.8,92.94,13.05,1.87,93.16,Animal Feed,11.85,5.91,11.18,11.92,1.56,0.47,1.16
Vegetables,22.17,78.02,70.98,10.88,97.07,Biogas,8.61,3.46,60.09,63.4,1.56,0.54,1.01
Vegetables,42.28,78.46,57.96,22.0,92.18,Biogas,15.59,6.63,35.96,25.55,1.51,0.38,0.93
Vegetables,30.07,93.82,79.74,7.42,92.62,Animal Feed,11.14,5.64,72.33,80.86,1.68,0.42,1.36
Meat,40.79,58.96,97.81,24.69,86.68,Compost,14.14,4.81,73.12,67.99,2.56,1.03,0.42
Grains,27.29,15.59,60.39,18.17,95.82,Compost,10.46,0.85,42.22,36.12,0.72,0.23,0.43
Vegetables,49.83,89.32,52.21,5.82,98.77,Animal Feed,19.69,8.9,46.39,51.0,1.51,0.51,0.67
Grains,45.25,13.27,32.19,24.45,95.43,Compost,17.27,1.2,7.74,-10.28,0.91,0.35,0.47
Grains,43.58,25.27,89.0,14.03,99.34,Compost,17.32,2.2,74.97,78.74,1.09,0.29,0.36
Fruits,17.03,55.28,8.95,14.78,96.12,Compost,6.55,1.88,-5.83,-18.82,1.62,0.36,1.1
Mixed,43.97,42.11,73.0,5.54,85.47,Animal Feed,15.03,3.7,67.46,76.53,1.33,0.27,0.76
Vegetables,33.5,82.05,13.59,9.59,97.39,Animal Feed,13.05,5.5,4.0,-2.88,1.3,0.58,1.11
Vegetables,45.08,88.55,32.77,9.6,99.72,Animal Feed,17.98,7.98,23.17,20.13,1.48,0.36,1.31
Vegetables,33.98,83.27,72.42,11.57,93.85,Biogas,12.75,5.66,60.85,63.77,1.44,0.48,1.14
Vegetables,40.82,84.49,70.94,8.68,92.36,Animal Feed,15.08,6.9,62.26,67.77,1.55,0.56,1.05
Vegetables,43.05,77.84,74.41,28.97,91.96,Biogas,15.83,6.7,45.43,31.34,1.68,0.5,0.84
Vegetables,8.04,92.82,74.56,23.19,96.69,Biogas,3.11,1.49,51.37,43.09,1.85,0.7,0.87
Mixed,21.92,53.2,46.94,20.73,91.51,Compost,8.02,2.33,26.22,14.88,1.72,0.24,0.57
Meat,25.17,54.13,69.65,15.22,89.15,Compost,8.98,2.73,54.44,53.15,2.87,0.92,0.64
Vegetables,40.01,72.11,72.78,12.29,95.25,Biogas,15.24,5.77,60.49,62.76,1.37,0.95,1.4
Grains,29.27,18.43,62.64,3.94,97.99,Animal Feed,11.47,1.08,58.7,67.29,1.09,0.24,0.35
Fruits,41.6,69.34,33.1,13.86,88.25,Biogas,14.68,5.77,19.24,11.99,1.77,0.4,1.19
Vegetables,18.51,87.4,60.66,5.57,99.53,Animal Feed,7.37,3.24,55.09,61.65,1.8,0.51,1.3
Grains,4.46,15.69,6.31,2.24,98.34,Animal Feed,1.76,0.14,4.07,3.09,0.97,0.29,0.37
Vegetables,9.72,89.36,49.29,20.64,93.22,Biogas,3.63,1.74,28.65,17.86,1.68,0.45,1.29
Grains,30.46,28.5,25.99,5.71,96.14,Animal Feed,11.71,1.74,20.28,19.77,1.1,0.3,0.43
Grains,31.07,14.97,67.47,23.49,96.5,Compost,11.99,0.93,43.99,33.99,0.87,0.33,0.41
Vegetables,14.34,81.36,87.07,0.69,98.07,Donation,5.63,2.33,86.37,103.09,1.74,0.49,1.01
Vegetables,10.05,93.29,19.37,6.69,96.69,Animal Feed,3.89,1.88,12.69,9.87,1.44,0.34,1.2
Meat,2.98,51.28,53.36,3.16,91.08,Compost,1.09,0.31,50.2,57.71,3.69,1.24,0.62
Meat,47.7,51.5,86.77,8.52,88.91,Compost,16.96,4.91,78.25,87.08,2.75,0.76,0.5
Meat,33.88,64.95,75.46,13.18,86.92,Biogas,11.78,4.4,62.28,64.19,2.64,0.76,0.46
Meat,48.84,56.0,65.16,12.72,93.62,Compost,18.29,5.47,52.44,52.75,3.53,1.23,0.54
Vegetables,4.43,83.39,28.16,0.43,99.9,Animal Feed,1.77,0.74,27.73,32.94,1.33,0.62,1.3
Vegetables,43.99,90.91,93.77,23.37,92.95,Biogas,16.36,8.0,70.4,65.78,1.63,0.59,1.07
Grains,12.89,20.51,82.41,10.0,96.17,Animal Feed,4.96,0.53,72.42,78.9,0.96,0.36,0.38
Grains,31.16,11.41,83.94,25.97,99.74,Compost,12.43,0.71,57.97,48.78,1.11,0.31,0.54
Grains,46.44,11.29,40.47,24.68,95.57,Compost,17.75,1.05,15.79,-0.79,0.83,0.36,0.3
Grains,49.87,25.74,84.33,0.82,96.37,Donation,19.22,2.57,83.51,99.55,0.96,0.26,0.34
Vegetables,45.34,86.0,42.05,25.04,92.27,Biogas,16.73,7.8,17.01,0.39,1.59,0.46,1.14
Meat,40.88,62.96,70.87,16.18,94.12,Biogas,15.39,5.15,54.69,52.69,3.24,0.82,0.45
Fruits,4.98,77.97,36.88,6.46,85.28,Animal Feed,1.7,0.78,30.41,31.33,1.1,0.41,1.1
Grains,41.83,16.47,12.86,29.55,96.26,Compost,16.11,1.38,-16.69,-43.67,1.08,0.34,0.45
Grains,25.54,17.64,59.55,18.27,99.49,Compost,10.16,0.9,41.28,34.92,0.92,0.25,0.42
Vegetables,32.91,89.14,75.81,1.01,93.58,Animal Feed,12.32,5.87,74.8,88.95,1.4,0.44,1.42
Grains,48.51,29.62,38.51,3.38,96.41,Animal Feed,18.71,2.87,35.13,39.45,0.93,0.3,0.41
Mixed,26.98,52.73,93.0,25.7,86.3,Compost,9.31,2.85,67.3,60.19,1.51,0.47,0.5
Grains,41.5,18.46,0.25,11.25,96.26,Compost,15.98,1.53,-11.0,-22.2,1.04,0.27,0.4
Vegetables,21.39,89.75,58.17,25.69,94.39,Biogas,8.08,3.84,32.48,18.43,1.65,0.67,0.8
Vegetables,41.26,84.15,92.03,17.25,93.01,Biogas,15.35,6.94,74.79,75.95,1.31,0.36,0.94
Mixed,3.27,55.42,3.66,13.08,80.41,Compost,1.05,0.36,-9.42,-21.78,1.38,0.47,0.72
Vegetables,21.43,90.97,42.18,12.79,96.23,Biogas,8.25,3.9,29.39,25.03,1.34,0.63,1.22
Mixed,29.24,71.79,60.78,15.04,87.51,Biogas,10.24,4.2,45.74,42.86,1.27,0.47,0.62
Grains,11.21,25.88,59.51,16.44,99.74,Compost,4.47,0.58,43.07,38.54,0.97,0.34,0.46
Mixed,27.27,63.17,46.86,25.36,80.76,Compost,8.81,3.44,21.49,5.5,1.08,0.38,0.96
Grains,30.87,15.93,21.78,20.3,99.17,Compost,12.24,0.98,1.48,-14.46,0.94,0.26,0.45
Vegetables,8.21,82.72,62.5,18.68,99.22,Biogas,3.26,1.36,43.82,37.63,1.26,0.63,1.43
Vegetables,27.64,79.65,97.97,3.56,94.43,Donation,10.44,4.4,94.41,110.45,1.28,0.51,1.09
Vegetables,44.67,82.07,20.02,1.56,91.36,Animal Feed,16.32,7.33,18.46,20.9,1.46,0.41,1.15
Grains,40.53,21.72,83.71,9.54,98.03,Animal Feed,15.89,1.76,74.17,81.38,0.94,0.24,0.4
Vegetables,37.83,89.62,72.27,28.83,92.3,Biogas,13.97,6.78,43.45,29.08,1.73,0.52,1.06
Grains,2.24,22.06,42.63,21.38,96.45,Compost,0.86,0.1,21.26,8.41,0.95,0.16,0.4
Grains,10.08,14.12,99.44,19.56,96.26,Compost,3.88,0.28,79.88,80.21,0.93,0.33,0.35
Grains,21.09,16.25,13.25,22.97,99.56,Compost,8.4,0.69,-9.72,-30.04,1.0,0.33,0.45
Fruits,7.12,83.96,24.61,17.46,97.74,Biogas,2.78,1.2,7.15,-5.39,0.97,0.4,0.95
Grains,11.09,18.47,96.47,0.68,98.32,Donation,4.36,0.41,95.8,114.41,0.98,0.27,0.37
Grains,39.04,25.76,4.49,16.86,95.17,Compost,14.86,2.01,-12.37,-28.33,1.02,0.26,0.54
Grains,38.87,18.08,68.06,10.19,98.42,Compost,15.3,1.41,57.87,61.3,1.14,0.31,0.46
Vegetables,16.4,87.8,94.24,18.28,91.62,Biogas,6.01,2.88,75.96,76.52,1.88,0.5,1.17
Meat,33.97,62.44,45.22,26.55,92.18,Biogas,12.52,4.24,18.67,1.16,2.74,1.12,0.39
Vegetables,19.35,91.51,49.05,20.45,95.15,Biogas,7.36,3.54,28.61,17.97,1.36,0.61,1.22
Vegetables,9.75,80.11,1.65,4.38,94.95,Animal Feed,3.7,1.56,-2.73,-6.79,1.41,0.59,1.51
Fruits,32.63,56.39,39.81,3.61,89.01,Animal Feed,11.62,3.68,36.21,40.56,0.95,0.42,0.95
Vegetables,48.94,80.93,38.94,0.87,94.72,Animal Feed,18.54,7.92,38.07,44.98,1.71,0.5,1.52
Mixed,47.51,82.71,84.45,18.02,96.99,Biogas,18.43,7.86,66.43,65.31,1.46,0.46,0.99
Vegetables,20.17,94.28,6.34,8.96,93.51,Animal Feed,7.54,3.8,-2.62,-10.31,1.26,0.37,1.29
Vegetables,35.09,85.51,72.03,24.33,96.45,Biogas,13.54,6.0,47.7,37.77,1.42,0.38,1.09
Vegetables,24.85,76.22,96.67,25.46,91.68,Biogas,9.11,3.79,71.2,65.08,1.56,0.67,1.06
Fruits,23.54,68.07,59.4,8.61,86.78,Animal Feed,8.17,3.2,50.78,54.05,0.89,0.38,0.65
Fruits,8.4,56.52,47.82,16.31,82.25,Compost,2.76,0.95,31.51,24.76,1.05,0.39,0.67
Vegetables,26.63,82.73,33.23,28.42,93.16,Biogas,9.92,4.41,4.81,-16.97,1.19,0.52,1.45
Fruits,49.15,71.15,88.16,9.87,86.81,Animal Feed,17.07,6.99,78.29,86.05,1.48,0.28,0.81
Grains,45.41,25.14,53.11,27.02,99.91,Compost,18.15,2.28,26.09,9.7,1.01,0.29,0.47
Grains,13.51,18.71,80.46,14.03,97.58,Compost,5.28,0.51,66.44,68.5,1.03,0.28,0.39
Fruits,17.75,83.09,98.47,15.07,83.77,Compost,5.95,2.95,83.41,88.03,0.93,0.32,0.95
Mixed,25.75,61.23,26.04,6.39,88.08,Animal Feed,9.07,3.15,19.65,18.46,1.33,0.2,0.69
Fruits,30.34,74.37,40.33,14.12,97.22,Biogas,11.8,4.51,26.21,20.15,1.18,0.3,0.68
Fruits,28.44,53.15,84.26,17.6,93.37,Compost,10.62,3.02,66.66,65.91,0.82,0.4,0.97
Vegetables,5.26,81.74,93.14,24.65,97.52,Biogas,2.05,0.86,68.49,62.47,1.53,0.37,1.07
Grains,7.7,12.9,71.17,28.11,95.52,Compost,2.94,0.2,43.05,29.17,0.91,0.31,0.36
Fruits,3.82,47.61,50.21,23.42,93.58,Compost,1.43,0.36,26.78,13.4,0.56,0.32,0.88
Vegetables,43.69,71.32,93.39,11.03,97.82,Biogas,17.1,6.23,82.36,90.0,1.19,0.6,1.38
Grains,30.53,20.5,90.79,19.43,99.45,Compost,12.14,1.25,71.36,70.09,1.07,0.23,0.41
Grains,40.92,19.02,46.78,6.29,97.79,Animal Feed,16.01,1.56,40.49,43.56,1.04,0.26,0.3
Mixed,3.64,78.94,96.67,8.46,89.2,Animal Feed,1.3,0.58,88.21,99.09,1.14,0.25,0.98
Grains,49.68,27.62,76.05,17.53,97.68,Compost,19.41,2.74,58.52,56.2,0.96,0.23,0.34
Vegetables,43.99,77.42,53.26,6.73,99.97,Animal Feed,17.59,6.81,46.53,50.46,1.24,0.44,1.33
Vegetables,30.94,71.02,88.22,20.66,99.69,Biogas,12.34,4.39,67.56,64.55,1.46,0.57,0.61
Vegetables,22.9,80.72,65.97,16.9,99.59,Biogas,9.12,3.7,49.07,45.37,1.77,0.5,1.42
Vegetables,30.2,70.34,76.16,15.04,93.25,Biogas,11.26,4.25,61.12,61.31,1.46,0.54,1.4
Fruits,2.97,81.5,83.28,20.15,83.53,Compost,0.99,0.48,63.13,59.63,0.76,0.38,0.99
Vegetables,45.98,76.14,54.77,21.34,92.44,Biogas,17.0,7.0,33.43,23.05,1.5,0.35,1.15
Fruits,46.84,75.31,70.97,29.78,91.75,Biogas,17.19,7.06,41.19,25.6,1.28,0.3,0.77
Meat,1.82,62.41,94.22,20.9,91.15,Biogas,0.66,0.23,73.32,71.26,3.56,1.19,0.35
Vegetables,16.79,93.05,4.85,8.52,98.87,Animal Feed,6.64,3.13,-3.67,-11.22,1.56,0.45,1.18
Grains,29.63,22.68,81.53,22.58,98.59,Compost,11.68,1.34,58.95,52.68,0.9,0.28,0.41
Fruits,33.63,73.09,97.53,29.65,84.89,Compost,11.42,4.92,67.88,57.74,1.01,0.33,0.61
Meat,31.82,63.0,85.47,4.5,94.71,Donation,12.06,4.01,80.98,93.58,3.16,1.03,0.39
Mixed,25.87,81.69,62.68,15.13,86.06,Biogas,8.9,4.23,47.55,44.95,0.83,0.39,1.16
Mixed,34.91,51.31,92.03,24.17,96.37,Compost,13.46,3.58,67.86,62.1,0.93,0.26,0.6
Vegetables,38.7,92.83,66.92,14.79,90.79,Biogas,14.05,7.18,52.13,50.73,1.32,0.52,1.46
Grains,2.67,25.25,45.41,12.86,95.17,Compost,1.02,0.13,32.55,28.77,0.88,0.29,0.37
Meat,24.58,69.72,94.71,2.24,85.74,Donation,8.43,3.43,92.47,109.17,3.47,1.05,0.36
Vegetables,8.67,86.03,12.42,28.31,93.99,Biogas,3.26,1.49,-15.89,-41.72,1.38,0.41,1.5
Vegetables,35.95,83.11,39.61,17.66,92.23,Biogas,13.26,5.97,21.95,12.21,1.7,0.53,1.27
Vegetables,34.8,77.73,76.32,7.24,98.44,Animal Feed,13.7,5.41,69.08,77.1,1.34,0.44,0.91
Meat,29.35,74.66,38.65,22.6,95.0,Biogas,11.15,4.38,16.05,1.18,3.02,1.07,0.55
Mixed,2.15,64.21,96.01,16.57,83.92,Compost,0.72,0.28,79.45,82.08,0.77,0.65,1.09
Fruits,16.67,59.71,59.85,17.41,88.47,Compost,5.9,1.99,42.45,37.01,1.85,0.32,0.51
Grains,18.24,16.32,6.11,13.1,98.06,Compost,7.15,0.6,-6.99,-18.87,0.96,0.27,0.44
Mixed,39.77,53.74,99.41,26.1,96.65,Compost,15.38,4.28,73.3,67.09,0.83,0.35,0.76
Grains,33.65,23.42,68.68,1.75,95.97,Animal Feed,12.92,1.58,66.92,78.9,0.99,0.23,0.51
Grains,29.61,11.32,16.18,16.06,95.68,Compost,11.33,0.67,0.13,-12.69,0.96,0.31,0.5
Mixed,1.76,68.92,41.12,7.03,81.33,Animal Feed,0.57,0.24,34.09,35.28,1.6,0.37,0.97
Grains,40.08,26.65,21.22,22.15,99.23,Compost,15.91,2.14,-0.93,-18.84,0.86,0.36,0.37
Mixed,1.67,59.82,16.43,0.62,91.66,Animal Feed,0.61,0.2,15.82,18.49,0.94,0.45,0.82
Meat,4.91,53.53,39.35,23.22,90.75,Compost,1.78,0.53,16.13,0.79,3.16,1.32,0.59
Mixed,14.28,71.64,56.25,21.0,96.71,Biogas,5.53,2.05,35.25,25.49,1.54,0.52,0.84
Mixed,2.65,42.94,62.25,9.74,81.4,Animal Feed,0.86,0.23,52.51,55.21,0.74,0.34,0.88
Grains,11.57,27.32,98.91,21.77,97.93,Compost,4.53,0.63,77.14,75.15,1.01,0.33,0.4
Vegetables,35.49,80.3,6.38,8.7,93.07,Animal Feed,13.21,5.7,-2.31,-9.73,1.49,0.52,1.15
Vegetables,8.88,82.7,47.32,16.85,90.12,Biogas,3.2,1.47,30.47,23.08,1.58,0.48,0.99
Fruits,10.33,79.23,2.16,17.82,93.64,Biogas,3.87,1.64,-15.66,-33.04,0.78,0.36,0.85
Fruits,29.64,49.6,70.6,24.3,81.63,Compost,9.68,2.94,46.3,36.12,1.52,0.5,1.12
Grains,6.43,23.65,85.11,20.35,99.92,Compost,2.57,0.3,64.76,61.43,0.82,0.35,0.36
Vegetables,47.74,81.27,74.04,23.98,91.3,Biogas,17.43,7.76,50.06,40.88,1.56,0.42,1.02
Meat,10.91,67.24,83.52,11.71,85.11,Biogas,3.71,1.47,71.81,76.81,2.93,0.83,0.34
Vegetables,18.26,82.47,24.76,2.77,99.49,Animal Feed,7.27,3.01,21.99,24.17,1.42,0.46,1.22
Vegetables,14.44,82.78,93.2,26.31,99.79,Biogas,5.76,2.39,66.89,59.23,1.29,0.47,1.02
Vegetables,35.25,72.2,63.38,17.71,97.13,Biogas,13.69,5.09,45.67,40.63,1.51,0.55,0.93
Grains,2.28,20.97,27.62,21.35,97.97,Compost,0.89,0.1,6.27,-9.56,1.0,0.27,0.37
Grains,42.44,15.91,95.68,9.31,99.56,Animal Feed,16.9,1.35,86.37,96.19,0.94,0.37,0.39
Vegetables,10.29,90.17,43.37,12.34,92.76,Biogas,3.82,1.86,31.03,27.37,1.42,0.41,0.85
Grains,40.91,26.39,98.94,18.32,98.99,Compost,16.2,2.16,80.62,82.09,1.01,0.3,0.45
Grains,37.97,14.64,13.51,9.45,95.84,Animal Feed,14.55,1.11,4.06,-2.68,1.01,0.26,0.46
Vegetables,48.3,87.45,23.27,19.87,95.31,Biogas,18.41,8.45,3.4,-11.82,1.68,0.5,0.92
Grains,33.29,23.72,19.1,18.98,95.11,Compost,12.66,1.58,0.13,-15.03,0.95,0.3,0.37
Grains,29.7,16.05,93.77,6.36,98.2,Animal Feed,11.67,0.95,87.41,99.81,1.02,0.36,0.43
Vegetables,8.3,88.42,34.4,8.71,94.07,Animal Feed,3.12,1.47,25.69,23.86,1.3,0.31,1.33
Grains,17.52,20.96,6.82,2.35,98.87,Animal Feed,6.93,0.73,4.47,3.49,0.88,0.35,0.46
Grains,32.32,14.23,16.9,22.54,98.73,Compost,12.76,0.92,-5.65,-24.81,1.01,0.33,0.41
Vegetables,28.7,83.8,83.29,4.58,93.88,Donation,10.78,4.81,78.71,90.79,1.2,0.51,1.27
Grains,1.7,26.96,9.43,15.86,98.61,Compost,0.67,0.09,-6.43,-20.4,1.03,0.39,0.41
Vegetables,48.66,91.43,73.28,22.09,97.33,Biogas,18.94,8.9,51.19,43.75,1.46,0.55,1.14
Vegetables,18.69,70.49,79.06,6.04,99.97,Animal Feed,7.47,2.64,73.02,82.79,1.63,0.51,0.99
Grains,30.76,13.2,92.03,26.4,98.89,Compost,12.17,0.81,65.63,57.63,0.9,0.27,0.3
Grains,18.6,16.51,31.08,5.7,96.34,Animal Feed,7.17,0.61,25.37,25.89,1.14,0.37,0.41
Grains,4.38,24.03,88.06,21.86,97.59,Compost,1.71,0.21,66.2,61.95,0.81,0.3,0.38
Vegetables,41.75,87.05,66.26,22.4,90.32,Biogas,15.08,7.27,43.86,34.71,1.69,0.53,1.01
Meat,33.32,69.16,72.89,12.81,90.75,Biogas,12.09,4.61,60.07,61.84,3.19,0.96,0.5
Vegetables,4.23,86.22,31.83,7.7,99.65,Animal Feed,1.69,0.73,24.13,22.8,1.5,0.54,1.8
Vegetables,14.37,81.23,74.09,3.3,91.98,Animal Feed,5.29,2.34,70.78,82.3,1.55,0.45,1.09
Grains,39.19,24.52,26.17,27.74,99.76,Compost,15.64,1.92,-1.57,-24.08,1.01,0.34,0.45
Vegetables,45.34,77.82,66.62,10.96,91.3,Biogas,16.56,7.06,55.66,58.02,1.4,0.57,1.27
Vegetables,41.67,74.27,19.87,4.22,93.72,Animal Feed,15.62,6.19,15.65,15.4,1.64,0.46,1.7
Vegetables,43.29,70.79,60.25,25.52,99.77,Biogas,17.28,6.13,34.73,21.26,1.46,0.49,1.04
Vegetables,40.19,79.86,46.45,24.52,91.59,Biogas,14.73,6.42,21.92,6.69,1.53,0.44,1.21
Meat,24.95,71.5,56.06,10.66,86.2,Biogas,8.6,3.57,45.4,45.95,3.44,1.11,0.7
Grains,13.62,18.81,85.2,11.43,96.4,Compost,5.25,0.51,73.77,79.37,1.05,0.28,0.36
