food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium,food_category_encoded
Grains,-0.811998899748182,-1.314749954819741,-1.1033010269806873,-0.6832186684587718,0.8423718386707145,Animal Feed,5.42,0.61,9.32,3.84,1.03,0.33,0.29,1
Meat,-0.14718303201566982,0.5049246532756618,0.05468029078949333,1.3275394348965477,-1.6843048334983706,Biogas,8.04,3.35,25.01,8.67,4.05,1.44,0.51,2
Mixed,-1.317683309778763,-0.45066884458409584,0.44125555445004166,0.9164306964606802,-2.599671031398226,Compost,2.2,0.61,39.66,29.12,0.89,0.55,0.68,3
Grains,0.15056960661772126,-1.6935601968175618,1.3944357171942818,1.3872535533285733,0.6584120458724393,Compost,10.65,0.65,62.88,53.7,1.15,0.21,0.51,1
Fruits,-0.4187673864936322,0.5129456593622375,-0.14104960353683124,1.5549124243107986,-1.5424563185695797,Biogas,6.76,2.8,17.41,-2.04,0.99,0.28,0.76,0
Vegetables,1.4080617479245365,0.6383650272614195,-1.5938468940445238,-0.9748991700305885,-0.48080883964941235,Animal Feed,16.62,6.85,-2.2,-7.94,1.39,0.7,1.25,4
Grains,-0.5722408368106059,-1.2381858058115192,-0.5799590635413167,0.6006348778297762,0.7714475812063206,Compost,6.72,0.84,13.14,-0.51,1.1,0.25,0.52,1
Grains,-0.20305585494212558,-1.1339127266860363,-0.4861064047645229,1.6892691907828556,0.25946309763521563,Compost,8.55,1.22,6.36,-16.23,1.0,0.14,0.51,1
Vegetables,0.32596783555140535,1.0510822495343102,-1.2641414570777203,1.2999790725433054,1.1659637633520203,Biogas,11.89,5.21,-12.55,-36.21,1.62,0.62,1.14,4
Meat,0.9059135925095538,0.29528472146743573,-1.270770455281286,0.7614036582236908,-0.8886233200696868,Biogas,13.73,5.06,-8.06,-27.06,2.56,0.91,0.41,2
Vegetables,0.7135413414209972,1.060926211549653,-1.3517140122932418,1.1196883688158439,0.11318181661490084,Biogas,13.4,6.18,-13.5,-36.09,1.42,0.42,1.43,4
Meat,-1.0736817413024686,0.35617144948825974,-1.1985492643266527,-0.9220751421868737,-0.529569266656184,Biogas,3.71,1.38,8.66,4.72,2.47,0.85,0.56,2
Vegetables,1.03109700590174,1.1024896067255447,-1.3911391068723409,0.4777615956715699,1.1460163159401584,Biogas,15.84,7.06,-9.04,-26.27,1.29,0.6,1.31,4
Vegetables,0.4730760275603015,1.1899914913063692,1.4715414331410162,-1.0208331072859929,-0.5251365005646601,Animal Feed,11.74,5.81,86.06,98.29,1.1,0.51,1.35,4
Grains,-0.31975225725687517,-1.1933410899638466,0.3732210992029236,0.4134540835140037,0.8756175843571512,Compost,8.15,1.06,42.09,35.53,1.09,0.3,0.34,1
Grains,-0.033315633393399186,-1.0580777600493214,1.6554089096293814,0.7659970519492311,1.0152497162401786,Compost,9.8,1.45,75.76,73.48,0.94,0.29,0.39,1
Mixed,-0.666305209585525,0.5530506897951153,1.1376492604666975,1.1334685499924648,-0.2724688333477513,Biogas,5.9,2.33,57.73,49.29,1.33,0.22,0.73,3
Fruits,1.065045050211485,0.1366875556646907,-0.8887308219705453,0.011532132529217032,-1.5978658947136386,Biogas,14.03,5.0,9.42,-0.88,1.89,0.4,1.06,0
Vegetables,0.677471544341893,0.7360754650433409,0.3407738974696827,1.5744343476443452,-0.32566202644604675,Biogas,12.92,5.47,31.04,14.19,1.61,0.63,1.3,4
Vegetables,1.5502191834715948,0.7958684195069045,0.3840368331140038,1.700752675096707,0.26611224677250295,Biogas,18.0,7.56,31.19,13.48,1.63,0.51,0.99,4
Mixed,1.6294312868610008,-0.0922757089884676,1.6219150239692615,1.526203713526171,0.8335063064876669,Compost,18.92,5.38,68.19,59.1,1.55,0.39,0.81,3
Grains,1.0452420243641338,-1.6290275569392034,-1.3534584855047063,-1.3630409398387542,1.0041678010113675,Animal Feed,15.81,1.08,8.06,7.07,0.85,0.26,0.41,1
Meat,-1.2285696934656813,0.1268435936493478,-0.12848939641428636,-0.36627450139648277,-1.2210807769340404,Biogas,2.81,0.98,34.5,31.85,3.9,1.09,0.52,2
Fruits,-0.5729480877337254,-0.23847677447559565,-0.6043816885018206,0.6821676164581184,-0.1550005319223461,Compost,6.43,1.78,11.73,-2.77,1.8,0.5,0.72,0
Vegetables,-0.3834048403376475,0.7426381063869024,1.6267995489613623,1.0576775535210479,0.9066469469978242,Biogas,7.81,3.13,72.41,67.42,1.49,0.55,1.31,4
Vegetables,0.7524401421925807,0.9180064667343056,1.482706061694389,1.0163370099911841,-0.8686758726578249,Biogas,12.97,6.0,68.64,63.2,1.68,0.52,1.17,4
Mixed,1.0756538140582808,-0.6471834937051982,-0.0035851144734233183,1.326391086465163,-1.9724346294474764,Compost,13.81,3.28,23.34,6.67,1.21,0.25,0.93,3
Grains,-0.7589550805142049,-1.0894326020241172,0.5640664685371474,1.6915658876456263,0.6340318323690535,Compost,5.66,0.83,36.43,19.84,1.02,0.2,0.4,1
Vegetables,1.3988674859239807,0.43346478086798795,-0.7195169204584823,-1.2757664590534863,-0.0973745727325237,Animal Feed,16.89,6.32,25.48,27.37,1.6,0.43,1.21,4
Meat,-0.9661796009882752,-0.09555702966024839,-1.6870017635367318,-0.902553218853327,-1.402824186686552,Compost,4.09,1.3,-5.5,-12.4,2.69,1.35,0.6,2
Grains,-0.5687045821950073,-1.1131310290980905,0.32681811177796594,0.9658096790102397,1.0773084415215248,Compost,6.83,0.96,35.95,24.31,0.85,0.36,0.44,1
Meat,0.26231525247063275,-0.0149823776087391,1.0584501766662062,1.0955730517567566,-0.3589077721324833,Compost,10.73,3.35,55.79,47.22,3.24,1.13,0.43,2
Grains,-1.0524642136088778,-1.6851745995452325,0.32681811177796594,0.9416943619511524,1.0285480145147532,Compost,4.12,0.25,36.17,24.75,1.03,0.34,0.4,1
Meat,1.6343820433228387,-0.19472583218518338,1.3012808477020739,1.6330001176449858,-0.7246109746832704,Compost,17.59,5.12,58.07,46.21,3.11,1.13,0.53,2
Grains,1.1598166739095241,-1.446002781690978,-0.8684949327175563,-1.491655964153886,0.6717103441470139,Animal Feed,16.2,1.55,23.09,26.01,1.07,0.27,0.42,1
Grains,-1.4230636973235973,-1.5666824641753656,1.5796987722518192,-0.7762348914009655,0.3436856533741842,Animal Feed,1.98,0.16,87.03,97.75,1.01,0.28,0.39,1
Grains,1.3946239803852625,-1.2637071888142597,1.3567550958266472,0.10799340076556567,0.8889158826317258,Compost,17.67,2.12,72.94,74.68,1.09,0.33,0.42,1
Vegetables,1.33026414638137,0.9234753345206074,1.5584161990719514,-0.8761412049314695,1.103905038070674,Animal Feed,17.48,7.37,87.29,98.76,1.67,0.49,1.1,4
Mixed,1.5862889805506994,0.7834723191912876,1.6787848506630068,0.6258985433202484,-0.8708922557035852,Biogas,17.21,7.61,77.66,76.73,1.47,0.44,0.92,3
Mixed,-1.5206643247141152,-0.4360851971539584,-1.1880824250578654,1.6261100270566753,-1.3186016309475836,Compost,1.34,0.35,-13.22,-39.29,1.58,0.53,0.69,3
Vegetables,-0.23276039371315282,0.680293013623065,-1.4228885193209961,-0.22962103806165526,0.37914778210638433,Biogas,8.44,3.38,-3.79,-15.05,1.35,0.56,1.34,4
Vegetables,-0.5177825157303895,1.0667596705217077,-1.730613593823346,-0.3283790031607743,-0.7046635272714084,Biogas,6.54,3.15,-11.75,-23.9,1.37,0.45,1.15,4
Grains,-0.5679973312718876,-1.1477671917446668,-0.010911901961574535,0.13210871782465297,0.9975186518740802,Compost,6.81,0.92,33.53,27.23,1.13,0.26,0.38,1
Vegetables,0.5933086844906497,1.0179044516307472,-0.5056445047329261,-0.04473694060865316,0.37693139906062084,Biogas,12.91,5.8,20.89,13.28,1.12,0.49,1.0,4
Mixed,-0.05382591016387024,-0.6409854435473897,-0.12569823927594312,0.20560301743329978,-1.3695784410001155,Compost,8.63,1.99,29.6,21.99,1.36,0.46,0.47,3
Mixed,0.5126820792550045,0.47502817604387976,-0.02172763587265469,1.690417539214241,-1.1590220516526941,Biogas,11.57,4.64,19.65,-0.29,1.23,0.51,0.7,3
Grains,-1.4838872767118907,-1.2600612769567254,-1.6486233528845113,0.38933876645491683,0.2550303315436918,Compost,1.65,0.2,-15.64,-33.57,0.93,0.24,0.4,1
Grains,1.4752505856209075,-1.3935016509424831,0.7671231503516229,1.3780667658774925,0.9886531196910325,Compost,18.2,1.85,44.97,32.27,1.17,0.34,0.36,1
Vegetables,-0.16840055970926068,1.0488947024197894,-1.5502350637579096,0.7361399927332186,-0.6935816120425973,Biogas,8.34,3.99,-15.85,-36.25,1.63,0.49,1.26,4
Grains,0.015484680301859767,-1.0496921627769924,-0.8447700970416382,1.3700283268577966,0.3481184194657112,Compost,9.77,1.5,-1.15,-23.02,1.0,0.32,0.43,1
Grains,1.1025293491368289,-1.4740763029939927,-0.3113101889757732,-1.1494481316011245,1.1460163159401584,Animal Feed,16.24,1.45,36.08,39.21,0.9,0.32,0.34,1
Vegetables,-0.9852753759125068,0.9187356491058123,0.6422188684107598,0.6902060554778141,0.16415862666743278,Biogas,4.32,1.9,47.39,39.96,1.61,0.33,1.2,4
Vegetables,1.3345076519200885,1.0168106780734867,0.5588330489027534,0.5099153517503525,0.6761431102385378,Biogas,17.16,7.61,46.57,40.23,1.54,0.52,1.14,4
Fruits,-1.2335204499275192,0.04152925618304375,1.385713351136959,0.07928468998093824,-2.732654014143966,Compost,2.57,0.93,74.02,76.17,0.93,0.39,0.79,0
Fruits,-1.5114700627135589,-0.29061331403833707,-1.5216257030898908,-1.4629472533692582,-2.085470164781358,Animal Feed,1.33,0.4,4.11,3.03,1.57,0.35,0.55,0
Meat,-0.17759482170981664,0.36236949964606824,-0.42958547271307096,-1.469837343957569,-0.5007562870612743,Biogas,8.37,3.11,35.48,40.72,2.76,1.16,0.59,2
Vegetables,-0.7207635306657415,0.438204466282783,-0.5419295475313891,0.5960414841042354,-0.3943699008646803,Biogas,5.58,2.12,14.27,0.87,1.3,0.48,1.34,4
Vegetables,0.423568462941923,0.5479464131945672,1.4854972188327322,-0.586757400222423,-0.899705235298498,Biogas,11.27,4.58,82.68,91.2,1.53,0.51,1.35,4
Vegetables,-0.3310682720267903,1.0733223118652697,0.013859617641222366,-1.264282974739635,0.35033480251147153,Animal Feed,7.89,3.62,46.4,52.39,1.3,0.62,1.21,4
Vegetables,-0.3048999878713616,0.8024310608504661,0.6020959845470751,-1.4985460547421967,-0.19932819283759073,Animal Feed,7.83,3.37,65.3,76.71,1.23,0.52,1.2,4
Vegetables,1.455447559773556,1.0040499865721166,-1.1667998518779974,-0.20091232727702762,0.9642729061876467,Biogas,18.07,7.87,3.3,-6.74,1.48,0.59,1.01,4
Vegetables,-0.09838271832041087,0.8210252113238915,-0.9968881610813486,1.1196883688158439,0.5232126800809356,Biogas,9.23,3.86,-3.32,-23.88,1.46,0.66,1.21,4
Mixed,0.48297754048397723,-0.49040928383122057,0.26506376009212035,-0.8233171770877546,0.45228842261654173,Animal Feed,12.36,2.88,49.76,53.36,1.4,0.48,0.73,3
Grains,0.3882059167859383,-1.678976549387424,-0.14488744460205327,-0.7475261806163378,0.93102716050121,Animal Feed,12.11,0.75,37.35,37.93,0.95,0.22,0.45,1
Vegetables,-1.6189722030277525,1.3245256388493878,-0.49273540296808815,-0.13775316355084674,0.48110140221145137,Biogas,0.93,0.46,22.07,15.35,1.02,0.5,0.75,4
Vegetables,-1.0956065199191791,0.9373297995792378,1.4935217956054694,-0.2020606757084127,0.9642729061876467,Biogas,3.87,1.65,79.57,84.79,1.65,0.53,1.44,4
Mixed,-0.6924734937409537,-0.26983161645039117,-0.7865046917787216,-1.5605568700369925,-0.5761133106171921,Animal Feed,5.68,1.58,26.05,30.03,1.64,0.26,0.98,3
Mixed,1.3415801611512854,0.9289442023069086,-1.3091488659335064,-1.0839922710121737,-0.261386918118937,Animal Feed,16.45,7.41,6.92,3.76,0.74,0.46,1.17,3
Vegetables,1.3656266925373548,0.5873222612559382,1.5957479257972929,-0.8198721317935993,1.1415835498486346,Animal Feed,17.71,6.63,87.87,99.05,1.86,0.52,1.14,4
Vegetables,-1.0347829405308855,0.547581822008814,0.18377130843787148,-1.3148103057205798,-0.38772075172739295,Animal Feed,3.95,1.56,51.7,59.11,1.39,0.43,1.62,4
Fruits,0.9978562125151144,-0.6285893432317731,-1.1046966055498588,-0.456994027475906,-1.5912167455763513,Compost,13.7,3.23,7.31,-0.14,1.34,0.43,0.75,0
Grains,-1.5348093431765089,-1.236362849882752,1.4031580832516046,1.7041977203908625,0.8069097099385176,Compost,1.41,0.18,60.37,48.48,0.84,0.27,0.44,1
Mixed,0.9766386848215233,0.6689906868647084,0.6369854487763664,1.637593511370526,-0.8309973608798644,Biogas,14.13,5.99,38.99,23.28,1.37,0.3,0.46,3
Vegetables,-0.5899221098885982,0.9238399257063604,1.5772565097557685,1.6582637831354579,-0.5273528836104204,Biogas,6.23,2.84,65.75,55.25,1.56,0.65,1.12,4
Grains,1.5742657148576646,-1.7318422713216726,1.292558481644751,-0.5029279647313102,1.0307643975605167,Compost,18.79,1.02,76.42,83.12,0.87,0.34,0.35,1
Grains,-1.1691606159236274,-1.6075166769797506,0.006881724795364241,-0.03210510786341706,1.3033795121892844,Compost,3.51,0.25,35.47,30.69,1.0,0.26,0.37,1
Vegetables,0.8217507326583104,0.7594093009315608,0.08538301931126982,-1.2573928841513244,-0.4918907548782235,Animal Feed,13.57,5.84,48.39,54.73,1.64,0.31,1.17,4
Mixed,1.4992971170069769,0.4571632079419616,1.7220477863073278,1.6950109329397813,-3.049596789687985,Compost,14.94,6.58,69.58,59.59,1.73,0.62,0.93,3
Fruits,-1.4980322951742848,0.9001414986323873,-1.2358809910519946,-0.5063730100254655,-0.6758505476764988,Biogas,1.5,0.68,3.98,-3.8,1.08,0.53,0.72,0
Fruits,-1.587853162410486,-0.41639727312327285,1.4443276510421688,1.3022757694060756,-2.6218348618558482,Compost,0.94,0.27,65.04,56.88,0.61,0.37,0.75,0
Vegetables,0.8854033157390828,1.0273838224603367,1.4663080135066222,0.1929711846880637,0.7980441777554699,Biogas,14.78,6.54,75.34,76.96,1.55,0.5,0.99,4
Vegetables,-0.3056072387944814,0.8093582933797813,0.7402582628950687,0.9164306964606802,1.234671637770654,Biogas,8.37,3.37,48.22,39.39,1.06,0.67,1.45,4
Grains,-0.8975762614456649,-1.120422852813159,-0.5994971635097198,1.155287170188782,1.0152497162401786,Compost,4.98,0.69,7.75,-10.85,1.05,0.32,0.54,1
Meat,0.7786084263480092,0.6095623235868983,-0.6563669902034648,-1.1827502361112927,-1.438286315418749,Biogas,12.73,5.44,26.48,27.92,2.96,1.07,0.67,2
Fruits,0.34435635955251725,0.6894077932669009,-1.7288691206118814,1.6594121315668433,-0.9440328962137458,Biogas,10.84,4.65,-29.01,-58.46,1.0,0.29,0.86,0
Mixed,1.7326899216364762,0.11809340519126552,-0.9658365379172792,1.5204619713692453,0.7249035372453093,Biogas,19.4,6.12,-5.92,-29.8,1.18,0.37,0.79,3
Vegetables,0.1724943852344317,0.4987266031178534,0.2622726029537771,-0.06770390923635539,-0.2702524503019878,Biogas,10.31,3.99,43.1,40.1,1.67,0.52,1.65,4
Fruits,0.5140965811012436,0.6507611275770365,-1.052013514563629,0.273355574885021,0.015660962601357638,Biogas,12.27,4.96,2.47,-11.04,1.25,0.45,0.58,0
Grains,1.7362261762520743,-1.7354881831792068,0.8229462931184894,1.3539514488184052,0.3060071415962238,Compost,19.04,1.06,46.79,34.62,0.98,0.26,0.42,1
Vegetables,-1.4138694353230412,0.48268459094470223,-0.5632121207112568,-0.4271369682598933,0.9842203535995055,Biogas,2.1,0.76,22.57,17.97,1.57,0.59,1.41,4
Mixed,-1.4980322951742848,0.60555182054361,0.9638997286048262,0.26531713586532524,-1.8859956906627475,Biogas,1.41,0.62,60.31,58.42,1.56,0.31,0.86,3
Vegetables,0.8245797363507892,0.9668616856252662,1.2820916423759636,1.3045724662688456,-0.8753250217951122,Biogas,13.33,6.27,60.38,51.27,1.87,0.51,1.38,4
Grains,0.040238462611048895,-1.4543883789633072,1.726234522014843,0.31584446684627,0.702739706787687,Compost,10.07,0.95,81.72,83.78,1.02,0.31,0.41,1
Meat,0.9455196442042568,0.020018376223590855,0.24238560834308098,0.7200631146938271,-1.1878350312476038,Compost,13.73,4.55,35.67,25.69,2.52,1.0,0.68,2
Meat,-0.7787581063615563,-0.1655585373249083,0.03025766582898927,-0.4684775117897572,-1.3651456749085917,Compost,5.03,1.54,39.94,39.09,1.93,1.02,0.44,2
Grains,-0.25539242325298306,-1.5506404520022146,1.477472642059995,0.11947688507941688,1.2058586581757411,Compost,8.64,0.68,76.3,78.64,1.01,0.33,0.35,1
Fruits,-1.2865642691614962,0.14616692649427998,1.5252712080541244,-1.4411286331729414,-1.2964378004899582,Donation,2.51,0.89,91.26,107.45,1.19,0.38,1.09,0
Vegetables,-0.18042382540229535,0.8447236383978646,0.7290936343416957,1.311462556857156,0.8135588590758049,Biogas,8.9,3.7,44.47,32.12,1.28,0.46,1.19,4
Grains,0.29414154401101894,-1.6388715189545462,-1.0781806127355975,-0.8198721317935993,0.44785565652501474,Animal Feed,11.33,0.78,11.23,7.09,0.96,0.22,0.4,1
Vegetables,0.44054248509679556,0.8308691733392342,-1.4731293478111758,-1.6524247445478006,-0.035315847451177454,Animal Feed,11.85,5.11,7.16,8.0,1.66,0.35,1.28,4
Vegetables,-1.4018461696300066,0.7364400562290939,1.3396592583542946,-0.36053275923955713,0.8091260929842811,Biogas,2.15,0.86,76.53,82.25,1.66,0.65,1.11,4
Grains,-0.3148015007950373,-1.6862683731024928,-0.6343866277390112,-1.4790241314086499,1.285648447823186,Animal Feed,8.33,0.5,29.69,33.84,1.07,0.28,0.36,1
Vegetables,-1.5638066310244163,0.6963350257962161,1.642150913222251,-1.120739420816497,1.0174660992859421,Animal Feed,1.26,0.49,91.82,105.9,1.34,0.46,1.05,4
Grains,-0.8890892503682285,-1.0777656840800072,-0.3406173389283778,-0.9014048704219418,1.2922975969604733,Animal Feed,5.09,0.73,33.08,33.88,0.91,0.27,0.45,1
Fruits,1.4497895523885986,0.02329969689537191,-0.5007599797408253,-1.7328091347447583,-0.5007562870612743,Animal Feed,16.83,5.39,35.73,42.85,1.13,0.28,0.53,0
Fruits,1.362797688844876,0.9267566551923879,1.7380969398528021,0.29517419508133813,-0.2503050028901258,Biogas,16.57,7.46,82.24,84.53,1.66,0.23,0.87,0
Grains,0.6456452528015066,-1.141204550401105,-0.30572787469908647,-0.49029613198607414,0.21513543671996788,Compost,13.09,1.85,30.5,27.93,1.07,0.24,0.42,1
Meat,0.8493335186599785,0.25408591747729753,1.009604926745198,-0.9978661386582908,-1.367362057954355,Biogas,13.12,4.86,72.62,82.0,3.33,1.02,0.58,2
Vegetables,1.3111683714571387,0.4753927672296334,1.482706061694389,0.23316337978654214,0.23065011804030602,Biogas,16.69,6.25,75.46,76.83,1.83,0.49,1.02,4
Vegetables,-1.0503424608395187,1.3402030598367853,1.3414037315657592,0.8659033654797353,-0.4697269244206012,Biogas,3.85,1.99,65.9,60.96,1.36,0.37,1.57,4
Grains,-1.681917535185405,-1.1160477585841178,0.8515556537865081,-0.5718288706144166,0.6960905576503997,Compost,0.59,0.08,64.38,69.14,1.0,0.34,0.38,1
Vegetables,-1.308489047778207,0.5636238341819652,-0.46342825301548357,0.7591069613609206,-0.4918907548782235,Biogas,2.5,1.0,15.1,0.73,1.54,0.57,1.14,4
Vegetables,0.32879683924388403,0.869151247843345,0.21342735303276897,-1.4790241314086499,1.2634846173655636,Animal Feed,11.96,4.92,54.0,63.0,1.47,0.62,1.07,4
Vegetables,-0.936475062217248,1.0849892298093795,-1.4466133549969142,0.7970024595966289,0.18188969103353442,Biogas,4.58,2.12,-13.41,-33.74,1.62,0.51,1.53,4
Fruits,1.4115980025401353,0.27450302387948955,1.7332124148607013,-0.2514396582579722,-0.11510563709862218,Biogas,16.94,5.95,86.86,93.89,1.01,0.45,0.74,0
Meat,0.68383680264997,-0.1130574065764135,1.7346079934298728,-0.5006312678685401,-1.8815629245712204,Compost,11.97,3.86,89.07,98.27,2.01,1.37,0.54,2
Fruits,-0.396135356953802,0.4670071699573042,0.36554541707247956,-0.7417844384594122,-0.7334765068663212,Animal Feed,7.16,2.8,51.92,55.37,1.19,0.38,0.66,0
Meat,1.0473637771334925,0.4075788066794942,-1.0991142912731722,-0.7383393931652569,-0.8487284252459628,Biogas,14.48,5.57,9.92,4.95,3.27,1.17,0.44,2
Vegetables,0.6173552158767189,1.055457343763351,-0.3284060264481258,0.2917291497871827,0.5431601274927976,Biogas,13.14,5.93,23.03,13.51,1.32,0.48,1.2,4
Vegetables,-1.2603959850060678,0.7995143313644386,0.1035255407105012,-0.07114895453051064,-0.40101905000196764,Biogas,2.77,1.2,38.57,34.68,1.68,0.54,1.14,4
Grains,1.5785092203963829,-1.6760598199013965,0.663152546948335,-0.9002565219905567,1.12828525157406,Animal Feed,18.89,1.17,61.84,68.38,0.89,0.31,0.39,1
Grains,0.6534250129558232,-1.430689951889334,1.645988754287473,-1.4755790861144946,1.1615309972604935,Donation,13.72,1.31,95.03,112.22,0.81,0.3,0.45,1
Vegetables,-0.4003788624925203,0.9777994211978692,1.2796493798799136,0.5857063482217695,0.4899669343945022,Biogas,7.57,3.34,66.57,63.72,1.29,0.49,1.26,4
Grains,0.35213611970683384,-1.6097042240942712,-1.6835128171138027,1.549170682153873,0.6783594932843012,Compost,11.77,0.85,-26.75,-54.98,0.97,0.32,0.49,1
Fruits,-0.8162424052869001,0.3474212610301769,1.1669564104193022,-0.4248402713971231,0.5631075749046596,Biogas,5.32,1.87,72.14,77.43,1.2,0.31,0.34,0
Vegetables,-1.4909597859430879,0.46883012588607126,0.5071966418434026,0.6304919370457887,0.002362664326782993,Biogas,1.59,0.6,44.03,36.35,1.28,0.41,1.33,4
Vegetables,0.3620376326305096,1.0539989790203377,-0.3817869067189416,-0.13660481511946168,0.13091288098099932,Biogas,11.52,5.3,25.25,19.15,1.72,0.35,1.19,4
Vegetables,0.1979554184667406,0.7295128236997788,-0.34654854784735745,-1.372227727289835,-0.635955652852778,Animal Feed,10.25,4.4,37.01,41.87,1.57,0.49,1.2,4
Vegetables,1.1378918952928134,1.2650972755715773,-0.8095317381700539,0.6764258743011932,-0.4431303278714519,Biogas,15.25,7.69,5.89,-9.74,1.15,0.53,0.63,4
Vegetables,-1.5355165940996285,1.1294693544712988,-0.013005269815331849,-0.23076938649304035,0.5719731070877072,Biogas,1.39,0.64,36.63,33.47,1.44,0.17,1.17,4
Vegetables,0.01194842568626125,0.9114438253907435,0.12341253532119728,-0.17450031335517016,0.6295990662775296,Biogas,9.88,4.24,40.05,37.18,1.33,0.65,0.84,4
Fruits,0.6937383155736457,0.8104520669370416,1.6135415525542318,-1.1907886751309884,-0.2924162807596101,Donation,13.03,5.65,91.61,106.14,0.83,0.41,0.85,0
Vegetables,0.28777628570294167,1.3263485947781548,0.7454916825294626,1.6226649817625198,0.02231011173864496,Biogas,11.07,5.56,42.22,27.27,1.52,0.35,0.93,4
Fruits,-0.7087402649727067,-0.12800564519230428,0.9101699536917178,-0.47766429924083786,-1.6377607895373625,Compost,5.3,1.67,65.24,69.52,1.52,0.32,0.76,0
